"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 06, 2013","151.16","150.52","151.26","150.41","138.76M","0.07"
"Feb 05, 2013","151.05","150.35","151.48","150.29","113.91M","1.02"
"Feb 04, 2013","149.53","150.32","151.27","149.43","159.07M","-1.13"
"Feb 01, 2013","151.24","150.65","151.42","150.39","131.17M","1.03"
"Jan 31, 2013","149.70","149.89","150.38","149.60","108.98M","-0.25"
"Jan 30, 2013","150.07","150.64","150.94","149.93","137.45M","-0.39"
"Jan 29, 2013","150.66","149.77","150.85","149.67","105.69M","0.39"
"Jan 28, 2013","150.07","150.29","150.33","149.51","113.36M","-0.12"
"Jan 25, 2013","150.25","149.88","150.25","149.37","147.22M","0.56"
"Jan 24, 2013","149.41","149.15","150.14","149.01","146.43M","0.03"
"Jan 23, 2013","149.37","149.13","149.50","148.86","104.60M","0.16"
"Jan 22, 2013","149.13","148.33","149.13","147.98","111.80M","0.54"
"Jan 18, 2013","148.33","147.97","148.49","147.43","169.91M","0.22"
"Jan 17, 2013","148.00","147.70","148.42","147.14","133.83M","0.65"
"Jan 16, 2013","147.05","146.77","147.28","146.61","104.85M","-0.01"
"Jan 15, 2013","147.07","146.29","147.21","146.20","93.17M","0.07"
"Jan 14, 2013","146.97","146.89","147.07","146.43","89.57M","-0.07"
"Jan 11, 2013","147.07","147.04","147.15","146.61","113.92M","-0.01"
"Jan 10, 2013","147.08","146.73","147.09","145.97","130.74M","0.79"
"Jan 09, 2013","145.92","145.87","146.32","145.64","90.75M","0.25"
"Jan 08, 2013","145.55","145.71","145.91","144.98","121.27M","-0.29"
"Jan 07, 2013","145.97","145.85","146.44","145.43","110.00M","-0.27"
"Jan 04, 2013","146.37","145.97","146.61","145.67","116.82M","0.44"
"Jan 03, 2013","145.73","145.99","146.37","145.34","144.76M","-0.23"
"Jan 02, 2013","146.06","145.11","146.15","144.73","192.06M","2.56"
"Dec 31, 2012","142.41","139.66","142.56","139.54","243.95M","1.70"
"Dec 28, 2012","140.03","140.64","141.42","139.87","148.81M","-1.08"
"Dec 27, 2012","141.56","141.79","142.08","139.92","167.92M","-0.13"
"Dec 26, 2012","141.75","142.64","142.71","141.35","106.95M","-0.42"
"Dec 24, 2012","142.35","142.48","142.56","142.19","53.87M","-0.31"
"Dec 21, 2012","142.79","142.17","144.09","141.94","245.88M","-1.61"
"Dec 20, 2012","145.12","144.38","145.14","143.98","168.49M","0.58"
"Dec 19, 2012","144.29","145.53","145.58","144.24","150.90M","-0.74"
"Dec 18, 2012","145.37","144.00","145.50","143.79","177.76M","1.11"
"Dec 17, 2012","143.77","142.47","143.85","142.43","143.74M","1.17"
"Dec 14, 2012","142.11","142.32","142.58","141.88","137.70M","-0.36"
"Dec 13, 2012","142.63","143.42","143.83","142.28","135.71M","-0.61"
"Dec 12, 2012","143.51","144.00","144.55","143.31","145.88M","0.05"
"Dec 11, 2012","143.44","143.06","144.11","142.99","152.57M","0.68"
"Dec 10, 2012","142.47","142.21","142.81","142.15","98.84M","0.04"
"Dec 07, 2012","142.41","142.53","142.69","141.67","108.73M","0.30"
"Dec 06, 2012","141.98","141.37","142.04","141.16","103.22M","0.34"
"Dec 05, 2012","141.50","141.37","142.16","140.37","147.30M","0.18"
"Dec 04, 2012","141.25","141.44","141.87","140.87","127.62M","-0.14"
"Dec 03, 2012","141.45","142.80","142.92","141.34","124.66M","-0.50"
"Nov 30, 2012","142.16","142.14","142.42","141.66","136.57M","0.03"
"Nov 29, 2012","142.12","141.99","142.51","141.37","151.09M","0.47"
"Nov 28, 2012","141.46","139.76","141.54","139.00","177.09M","0.81"
"Nov 27, 2012","140.33","140.91","141.39","140.24","128.65M","-0.51"
"Nov 26, 2012","141.05","140.65","141.36","140.19","100.12M","-0.21"
"Nov 23, 2012","141.35","140.13","141.40","140.04","65.41M","1.36"
"Nov 21, 2012","139.45","139.31","139.57","139.03","81.71M","0.19"
"Nov 20, 2012","139.19","138.91","139.42","138.08","119.81M","0.04"
"Nov 19, 2012","139.13","137.90","139.15","136.41","151.50M","2.02"
"Nov 16, 2012","136.37","135.90","136.64","134.70","239.48M","0.49"
"Nov 15, 2012","135.70","135.98","136.49","135.18","178.13M","-0.17"
"Nov 14, 2012","135.93","138.21","138.43","135.62","191.50M","-1.35"
"Nov 13, 2012","137.79","137.54","139.25","137.36","123.02M","-0.34"
"Nov 12, 2012","138.26","138.59","138.81","137.96","97.68M","0.07"
"Nov 09, 2012","138.16","137.62","139.44","137.55","201.06M","0.09"
"Nov 08, 2012","138.04","139.70","140.41","137.93","181.52M","-1.20"
"Nov 07, 2012","139.72","141.66","141.68","139.06","264.30M","-2.27"
"Nov 06, 2012","142.96","142.28","143.52","142.13","107.07M","0.78"
"Nov 05, 2012","141.85","141.35","142.17","140.93","98.38M","0.20"
"Nov 02, 2012","141.56","143.68","143.72","141.41","137.70M","-0.89"
"Nov 01, 2012","142.83","141.65","143.01","141.52","101.00M","1.05"
"Oct 31, 2012","141.35","141.85","142.03","140.68","103.44M","0.00"
"Oct 26, 2012","141.35","141.30","141.84","140.39","146.02M","-0.06"
"Oct 25, 2012","141.43","142.02","142.28","140.57","134.46M","0.29"
"Oct 24, 2012","141.02","141.93","142.10","140.80","120.18M","-0.28"
"Oct 23, 2012","141.42","141.86","142.06","140.83","192.06M","-1.39"
"Oct 22, 2012","143.41","143.15","143.67","142.28","125.58M","0.01"
"Oct 19, 2012","143.39","145.55","145.56","143.05","185.65M","-1.67"
"Oct 18, 2012","145.82","145.82","146.52","145.33","148.11M","-0.26"
"Oct 17, 2012","146.20","145.64","146.32","145.42","128.83M","0.45"
"Oct 16, 2012","145.54","144.76","145.64","144.66","108.82M","1.01"
"Oct 15, 2012","144.08","143.23","144.23","142.77","107.69M","0.83"
"Oct 12, 2012","142.89","143.46","143.95","142.58","124.18M","-0.33"
"Oct 11, 2012","143.36","144.28","144.49","143.33","123.60M","0.06"
"Oct 10, 2012","143.28","144.18","144.32","143.09","124.25M","-0.64"
"Oct 09, 2012","144.20","145.53","145.65","144.15","148.87M","-0.99"
"Oct 08, 2012","145.64","145.60","146.12","145.31","78.42M","-0.34"
"Oct 05, 2012","146.14","146.91","147.16","145.70","124.84M","0.01"
